"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
1109,"CJ-II-m-B-07602","CJ","II","m","B",7602,127,"CLUJ",55008,"municipiu","DEJ",55017,"DEJ","Casă",47.142626,23.879343,237,"Str. Mircea cel Bătrân 7",,405200,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1931,,,,"Stare medie",,
1110,"CJ-II-m-B-07603","CJ","II","m","B",7603,127,"CLUJ",55008,"municipiu","DEJ",55017,"DEJ","Sinagogă",47.140457,23.873645,243,"Piața Ștefan cel Mare 1",,405200,,,"Patrimoniu religios","Clădire de cult",,"sec. XX",,,,"Stare medie",,
1111,"CJ-II-m-B-07604","CJ","II","m","B",7604,127,"CLUJ",55008,"municipiu","DEJ",55017,"DEJ","Tribunalul Dej",47.144798,23.875834,239,"Str. Titulescu Nicolae 2",,405200,,,"Patrimoniu administrativ","Clădire cu destinație specială (poliție, S.R.I., armată ș.a.)",,"sec. XIX - XX",,,,"Stare bună",,
1105,"CJ-II-m-B-20244","CJ","II","m","B",20244,127,"CLUJ",55008,"municipiu","DEJ",55017,"DEJ","Casa Ioan Vaida-Voievod",47.143796,23.875523,241,"Piața Bobâlna 11",,405200,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1907,,,,"Stare medie","Tâmplărie înlocuită cu PVC. Fațadă încărcată cu firme luminoase și aparate de aer condiționat.",
1245,"CJ-II-m-B-07726","CJ","II","m","B",7726,127,"CLUJ",55008,"municipiu","DEJ",55026,"OCNA DEJULUI","Biserica romano - catolică",47.117686,23.861437,262,,,405201,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
1246,"CJ-II-m-B-07727","CJ","II","m","B",7727,127,"CLUJ",55008,"municipiu","DEJ",55026,"OCNA DEJULUI","Biserica ""Sf. Gheorghe""",47.120409,23.85971,316,"Str. Salbelor",,405201,,,"Patrimoniu religios","Clădire de cult","Biserică",1776,,,,"Stare medie",,
1258,"CJ-II-m-B-07735","CJ","II","m","B",7735,127,"CLUJ",55008,"municipiu","DEJ",55044,"PINTIC","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.07206,23.791138,451,123,,405203,,,"Patrimoniu religios","Clădire de cult","Biserică","1822 - 1825",,,,"-",,
1091,"CJ-II-m-B-07586","CJ","II","m","B",7586,127,"CLUJ",55062,"comună","CUZDRIOARA",55071,"CUZDRIOARA","Conac, azi Școala generală Cuzdrioara",47.16745,23.91309,243,"Str. Bărnuțiu Simion 1",,407260,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"-",,
1092,"CJ-II-m-B-07587","CJ","II","m","B",7587,127,"CLUJ",55062,"comună","CUZDRIOARA",55071,"CUZDRIOARA","Biserica reformată",47.167749,23.919458,239,"Str. Creangă Ion 1",,407260,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"-",,
1219,"CJ-II-a-A-07704","CJ","II","a","A",7704,127,"CLUJ",55160,"comună","MICA",55197,"MĂNĂSTIREA","Castelul Kornis",47.118973,23.921226,254,"160-161",,407397,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","1512, ref. sec. XIX",,,,"Colaps",,
1227,"CJ-II-m-B-07709","CJ","II","m","B",7709,127,"CLUJ",55160,"comună","MINTIU GHERLII",55179,"MICA","Biserica ""Sf. Arhangheli Mihail și Gavriil""",47.147112,23.926824,236,38,,407396,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIX",,,,"-","Sat Mica, comuna Mica.",
1217,"CJ-II-m-B-07702","CJ","II","m","B",7702,127,"CLUJ",55160,"comună","MICA",55197,"MĂNĂSTIREA","Biserica veche ortodoxă",47.120728,23.918407,240,63,,407397,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie","Biserica ”Sfântul Nicolae”",
1218,"CJ-II-m-B-07703","CJ","II","m","B",7703,127,"CLUJ",55160,"comună","MICA",55197,"MĂNĂSTIREA","Biserica ""Sf. Nicolae""",47.116,23.921114,243,86,,407397,,,"Patrimoniu religios","Clădire de cult","Biserică",1520,,,,"Stare medie","Biserica ”Înălțarea Sfintei Cruci”",
1220,"CJ-II-m-B-07704.01","CJ","II","m","B",7704.01,127,"CLUJ",55160,"comună","MICA",55197,"MĂNĂSTIREA","Aripa veche a castelului Kornis",47.118492,23.921097,254,"160-161",,407397,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","1512, ref. sec. XIX",,,,"Colaps",,
1221,"CJ-II-m-B-07704.02","CJ","II","m","B",7704.02,127,"CLUJ",55160,"comună","MICA",55197,"MĂNĂSTIREA","Corpul neoclasic al castelului Kornis",47.119493,23.921746,261,"160-161",,407397,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XIX",,,,"Colaps",,
1222,"CJ-II-m-B-07704.03","CJ","II","m","B",7704.03,127,"CLUJ",55160,"comună","MICA",55197,"MĂNĂSTIREA","Fântâna castelului Kornis",47.118788,23.921575,258,"160-161",,407397,,,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement (parc, grădină, scuar ș.a.)",,"sec. XIX",,,,"Pre-colaps",,
1244,"CJ-II-m-B-07725","CJ","II","m","B",7725,127,"CLUJ",55160,"comună","MICA",55204,"NIREȘ","Biserica reformată",47.114345,23.981824,258,339,,407398,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare medie",,
1321,"CJ-II-m-A-07793","CJ","II","m","A",7793,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Biserica reformată ""Turda Veche""",46.571527,23.78503,331,"Str. Hașdeu Petriceicu Bogdan 1",,401154,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare bună","în curs de restaurare",
1322,"CJ-II-m-A-07794","CJ","II","m","A",7794,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Palatul voievodal, azi Muzeul de Istorie Turda",46.571955,23.784468,330,"Str. Hașdeu Petriceicu Bogdan 2",,401154,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XV - XVI",,,,"Stare foarte bună",,
1327,"CJ-II-m-A-07800","CJ","II","m","A",7800,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Biserica romano-catolică",46.574524,23.784858,335,"Piața Republicii 54",,401095,,,"Patrimoniu religios","Clădire de cult","Biserică","1498 -1504",,,,"Stare bună","în curs de restaurare",
1328,"CJ-II-m-A-07801","CJ","II","m","A",7801,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Salina Turda",46.58408,23.777462,344,"Str. Salinelor 3",,401106,,,"Patrimoniu industrial extractiv","Clădire pentru industrie","Galerie de mină","sec. XVIII",,,,"Stare foarte bună",,
692,"CJ-II-a-B-21097","CJ","II","a","B",21097,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Ansamblul ""Calea ferată îngustă Turda-Abrud""",,,,,,,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"-",,
693,"CJ-II-a-B-21097.01","CJ","II","a","B",21097.01,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Turda gară",46.5544,23.78951,,,,,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"-","Lipsă adresă. Poziție probabilă.",
694,"CJ-II-a-B-21097.02","CJ","II","a","B",21097.02,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Turda casă fost dormitor",,,,,,,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)","Locuire civilă",,,,,"-","Lipsă adresă. Neidentificată.",
695,"CJ-II-a-B-21097.03","CJ","II","a","B",21097.03,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Turda depozit de ulei",46.560826,23.788494,,,,,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"-","Lipsă adresă. Poziție probabilă.",
1313,"CJ-II-m-B-07787","CJ","II","m","B",7787,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Fabrica de Bere",46.564182,23.779131,329,"Piața Romană nr.17",,401139,,,"Patrimoniu industrial extractiv","Clădire pentru industrie",,"1756 -1814, extinsă 1880-1911",,,,"Stare medie",,
1315,"CJ-II-m-B-07788","CJ","II","m","B",7788,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Prefectura veche",46.568597,23.786212,328,"Piața 1 Decembrie 1918 nr. 28",,401184,,,"Patrimoniu administrativ","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)","Edificiu public","1884 -1886",,,,"Stare bună",,
1317,"CJ-II-m-B-07789","CJ","II","m","B",7789,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Biserica reformată ""Turda Nouă""",46.579984,23.772904,342,"Str. Basarabiei 12",,401122,,,"Patrimoniu religios","Clădire de cult","Biserică",1504,,,,"Stare bună",,
1318,"CJ-II-m-B-07790","CJ","II","m","B",7790,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Biserica reformată",46.56068,23.829922,310,"Str. Câmpiei 57",,401071,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare medie",,
1319,"CJ-II-m-B-07791","CJ","II","m","B",7791,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Casă",46.572845,23.782819,330,"Str. Coșbuc George 12",,401150,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX",,,,"Stare bună",,
1320,"CJ-II-m-B-07792","CJ","II","m","B",7792,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Casă",46.572442,23.782659,330,"Str. Coșbuc George 13",,401150,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX",,,,"Stare medie",,
1323,"CJ-II-m-B-07795","CJ","II","m","B",7795,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Ruinele cetății Turda",46.570934,23.785018,330,"Str. Mircea Vodă 4",,401089,,,"Patrimoniu reprezentativ","Clădiri cu caracter militar (fortificații, cetăți etc.)","Cetate de piatră","sec. XIV - XV",,,,"Colaps","Se află pe proprietate privată",
1324,"CJ-II-m-B-07796","CJ","II","m","B",7796,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Casa parohială a bisericii reformate",46.570487,23.782359,332,"Str. Rațiu loan, doctor 44",,401151,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare bună",,
1325,"CJ-II-m-B-07798","CJ","II","m","B",7798,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Casă",46.573503,23.784975,334,"Piața Republicii 7",,401095,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX",,,,"Stare medie",,
1326,"CJ-II-m-B-07799","CJ","II","m","B",7799,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Casă",46.572143,23.78521,332,"Piața Republicii 15",,401095,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1901 -1902",,,,"Stare medie",,
1316,"CJ-II-m-B-21086","CJ","II","m","B",21086,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Casa rurală",46.569776,23.78498,329,"Piața 1 Decembrie 1918 5",,401130,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",,,,,"Stare medie",,
1314,"CJ-II-m-B-07797","CJ","II","s","B",7797,127,"CLUJ",55259,"municipiu","TURDA",55268,"TURDA","Ansamblu urban",46.5725764,23.7853783,,"Zona delimitată de: limita de parcelă din str. Avram lancu nr. 10 și 12, fundul de parcelă din str. Avram lancu nr. 10-2, str. Castanilor frontul Nordic, str. Axente Sever frontul estic, str. Gheorghe Lazăr frontul estic, Gelu frontul estic, pârâul Racilor între str. Gelu și piața 1 Decembrie, fundul de parcelă din piața 1 Decembrie frontul estic, fundul de parcelă din piața 1 Decembrie frontul vestic până la pârâul Racilor, pârâul Racilor malul drept între piața 1 Decembrie și str. M. Eminescu , pârâul Racilor malul drept, de la str. M. Eminescu până la fundul de parcelă din str. Avram lancu nr. 9, limita de parcelă din str. Avram lancu nr. 9 și 11",,,,,"Patrimoniu reprezentativ",,,"sec. XVIII-XIX",,,,"Stare medie",,
696,"CJ-II-a-B-21097.04","CJ","II","a","B",21097.04,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55286,"MIHAI VITEAZU","Mihai Viteazu gară",46.535088,23.737712,332,,,407407,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"Stare medie","Locuință - proprietate privată",
1229,"CJ-II-m-B-07711","CJ","II","m","B",7711,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55286,"MIHAI VITEAZU","Biserica romano - catolică",46.538349,23.747352,329,,,407407,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIX",,,,"Stare medie",,
1230,"CJ-II-m-B-07712","CJ","II","m","B",7712,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55286,"MIHAI VITEAZU","Biserica unitariană",46.540542,23.743453,330,477,,407407,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
1231,"CJ-II-m-B-07713","CJ","II","m","B",7713,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55286,"MIHAI VITEAZU","Biserica reformată",46.540015,23.743568,331,928,,407407,,,"Patrimoniu religios","Clădire de cult","Biserică","1674 -1684",,,,"Stare medie",,
1057,"CJ-II-m-B-07558","CJ","II","m","B",7558,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55295,"CHEIA","Biserica unitariană",46.540997,23.706844,358,180,,407406,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII-XIX",,,,"Stare foarte bună",,
697,"CJ-II-a-B-21097.05","CJ","II","a","B",21097.05,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55302,"CORNEȘTI","Cornești haltă",46.523471,23.684539,343,,,407407,,,"Patrimoniu transporturilor","Clădire pentru transport (gară, autogară ș.a.)",,,,,,"-",,
698,"CJ-II-a-B-21097.06","CJ","II","a","B",21097.06,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55302,"CORNEȘTI","Pod peste Arieș",46.520933,23.675552,343,,,407407,,,"Patrimoniu transporturilor",,,,,,,"-",,
1083,"CJ-II-m-B-07580","CJ","II","m","B",7580,127,"CLUJ",55277,"comună","MIHAI VITEAZU",55302,"CORNEȘTI","Biserica romano -catolică ""Sf. Emilia""",46.525381,23.696276,360,274,,407407,,,"Patrimoniu religios","Clădire de cult","Biserică",1774,,,,"-",,
1276,"CJ-II-m-B-07751","CJ","II","m","B",7751,127,"CLUJ",55311,"comună","SĂNDULEȘTI",55320,"SĂNDULEȘTI","Biserica ""Sf. Arhangheli Mihail și Gavriil""",46.578887,23.723196,451,164,,407500,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare medie","Alterată prin intervenții",
1277,"CJ-II-a-B-07752","CJ","II","a","B",7752,127,"CLUJ",55320,"comună","SĂNDULEȘTI",55320,"SĂNDULEȘTI","Biserica unitariană",46.580257,23.720345,450,202,,407500,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XV",,,,"Stare medie",,
1078,"CJ-II-m-B-07575","CJ","II","m","B",7575,127,"CLUJ",55320,"comună","SĂNDULEȘTI",55339,"COPĂCENI","Conacul Vitéz",46.593165,23.738229,378,501,,407501,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Pre-colaps",,
1053,"CJ-II-a-A-07556","CJ","II","a","A",7556,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","Centrul civic comunitar interbelic Câmpia Turzii",46.5447312,23.8865509,,"Piața Mihai Viteazul 8-9",,,,,"Patrimoniu reprezentativ",,,"sec. XX",,,,"-",,
1054,"CJ-II-m-A-07556.01","CJ","II","m","A",7556.01,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","Clubul muncitoresc",46.544361,23.886867,300,"Piața Mihai Viteazul 8",,405100,,,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,1939,,,,"Stare medie",,
1055,"CJ-II-m-A-07556.02","CJ","II","m","A",7556.02,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","Biserica ortodoxă",46.544166,23.886169,299,"Piața Mihai Viteazul 9",,405100,,,"Patrimoniu religios","Clădire de cult","Biserică",1939,,,,"Stare bună",,
1050,"CJ-II-m-B-07553","CJ","II","m","B",7553,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","Conacul Paget, azi Palatul Copiilor",46.544884,23.888743,299,,,405100,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Stare medie",,
1051,"CJ-II-m-B-07554","CJ","II","m","B",7554,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","Conacul Bethlen, azi bibliotecă școlară",46.542942,23.889172,297,"Str. 1 Decembrie 1918",,405100,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII",,,,"Stare medie",,
1052,"CJ-II-m-B-07555","CJ","II","m","B",7555,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","Biserica reformată",46.545195,23.886242,300,"Piața Mihai Viteazul",,405100,,,"Patrimoniu religios","Clădire de cult","Biserică",1680,,,,"Stare medie",,
1056,"CJ-II-m-B-07557","CJ","II","m","B",7557,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","Conacul Betegh, azi grădiniță",46.541748,23.891646,297,"Str. Teilor 10",,405100,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX",,,,"Stare medie",,
705,"CJ-II-m-B-21082","CJ","II","m","B",21082,127,"CLUJ",55357,"municipiu","CÂMPIA TURZII",55366,"CÂMPIA TURZII","""Tribuna 1"" din Stadionul Municipal",46.540711,23.884067,299,"Str Aurel Vlaicu 39",,405100,,,"Patrimoniu reprezentativ","Clădire pentru sport",,,,,,"-",,
1133,"CJ-II-a-A-07623","CJ","II","a","A",7623,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Ansamblul urban ""Centrul istoric al orașului Gherla""",47.0278117,23.9079354,,"Zona delimitată de: limita sudică a parcelei din str. 1 Decembrie nr. 46, fundul de parcelă al loturilor din str. 1 Decembrie nr.22 până la intersecția cu str. Speranția, str. Speranția frontul sudic până la Canalul Morii, canalul Morii de la intersecția cu str. Speranția până la parc, limita sudică, vestică și nordică a parcului, Canalul Morii până la râul Someș, râul Someș de la confluența cu Canalul Morii până la str. Luntrașilor, str. Sălciei frontul sudic, limita estică a cimitirului, str. M. Eminescu frontul estic, fundurile de parcelă din strada Fierarilor frontul nordic, fundurile de parcelă din strada I.Rebreanu frontul Nordic, calea ferată de la str. 1. Rebreanu până la str. Horea, fundurile de parcelă din str. Horea frontul sudic, spitalul din str. 1 Decembrie, fundul de parcelă, str.N. Bălcescu frontul estic, str. Al. Vlahuță frontul sudic, limita sudică a parcelei din str. 1 Decembrie nr.46.",,,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co",,1700,,,,"Stare medie",,
1159,"CJ-II-m-A-07647","CJ","II","m","A",7647,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Catedrala armeano-catolică",47.027634,23.906992,255,"Piața Libertății 6",,405300,,,"Patrimoniu religios","Clădire de cult","Catedrală","1748 -1808",,,,"Stare medie",,
1165,"CJ-II-m-A-07653","CJ","II","m","A",7653,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casa Karácsony, azi Muzeul orașului Gherla",47.029083,23.908922,256,"Str. Mihai Viteazul 6",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1151,"CJ-II-a-B-07641","CJ","II","a","B",7641,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Mănăstirea franciscanilor",47.029927,23.908099,256,"Str. Bobâlna 8",,405300,,,"Patrimoniu religios","Clădire de cult","Mănăstire","sec. XVIII-XIX",,,,"Stare medie",,
1134,"CJ-II-m-B-07624","CJ","II","m","B",7624,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.02711,23.906111,254,"Str. 1 Decembrie 1918 1",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1773,,,,"Stare medie",,
1135,"CJ-II-m-B-07625","CJ","II","m","B",7625,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.028148,23.906359,255,"Str. 1 Decembrie 1918 2",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1764,,,,"Stare medie",,
1136,"CJ-II-m-B-07626","CJ","II","m","B",7626,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.026984,23.906009,255,"Str. 1 Decembrie 1918 3",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1137,"CJ-II-m-B-07627","CJ","II","m","B",7627,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.02798,23.906281,255,"Str. 1 Decembrie 1918 4",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1138,"CJ-II-m-B-07628","CJ","II","m","B",7628,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.026871,23.905898,255,"Str. 1 Decembrie 1918 5",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1760,,,,"Stare medie",,
1139,"CJ-II-m-B-07629","CJ","II","m","B",7629,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027849,23.906152,255,"Str. 1 Decembrie 1918 6",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sf. sec. XVIII",,,,"Stare medie",,
1140,"CJ-II-m-B-07630","CJ","II","m","B",7630,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.026729,23.905818,255,"Str. 1 Decembrie 1918 7",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1141,"CJ-II-m-B-07631","CJ","II","m","B",7631,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027695,23.906067,255,"Str. 1 Decembrie 1918 8",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1142,"CJ-II-m-B-07632","CJ","II","m","B",7632,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027557,23.905948,255,"Str. 1 Decembrie 1918 10",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sf. sec. XVIII",,,,"Stare medie",,
1143,"CJ-II-m-B-07633","CJ","II","m","B",7633,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.026406,23.905584,255,"Str. 1 Decembrie 1918 11",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1144,"CJ-II-m-B-07634","CJ","II","m","B",7634,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027404,23.905827,255,"Str. 1 Decembrie 1918 12",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1145,"CJ-II-m-B-07635","CJ","II","m","B",7635,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.026229,23.905446,255,"Str. 1 Decembrie 1918 13",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1146,"CJ-II-m-B-07636","CJ","II","m","B",7636,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027269,23.905715,255,"Str. 1 Decembrie 1918 14",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1147,"CJ-II-m-B-07637","CJ","II","m","B",7637,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027097,23.905577,254,"Str. 1 Decembrie 1918 16",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1747,,,,"Stare medie",,
1148,"CJ-II-m-B-07638","CJ","II","m","B",7638,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Azilul de bătrâni",47.024334,23.903346,255,"Str. 1 Decembrie 1918 46",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1800,,,,"Stare medie",,
1149,"CJ-II-m-B-07639","CJ","II","m","B",7639,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027899,23.908214,255,"Str. Barițiu George 1 și Piața Libertății 6",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
1150,"CJ-II-m-B-07640","CJ","II","m","B",7640,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă, azi Capela baptistă",47.027094,23.909542,254,"Str. Barițiu George 2",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1152,"CJ-II-m-B-07641.01","CJ","II","m","B",7641.01,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Biserica mănăstirii franciscane",47.029949,23.907962,256,"Str. Bobâlna 8",,405300,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII-XIX",,,,"Stare medie",,
1153,"CJ-II-m-B-07641.02","CJ","II","m","B",7641.02,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Claustrul mănăstirii franciscane",47.030059,23.908032,256,"Str. Bobâlna 8",,405300,,,"Patrimoniu religios","Clădire de cult","Claustru","sec. XVIII-XIX",,,,"Stare medie",,
1154,"CJ-II-m-B-07642","CJ","II","m","B",7642,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Liceul ""Petru Maior""",47.032777,23.909636,254,"Str. Bobâlna 14",,405300,,,"Patrimoniu reprezentativ","Clădire pentru învățământ",,1896,,,,"Stare medie",,
